model,loss,acc,val_loss,val_acc,epochs
AlexNet,1.722056876529347,0.5227272673086687,5.861125469207764,0.6363636255264282,1
AlexNet,1.6319901834834705,0.48863636363636365,5.861125469207764,0.6363636255264282,2
AlexNet,0.8403394276445563,0.6590909145095132,5.861125469207764,0.6363636255264282,3
AlexNet,0.5014416846362028,0.7727272781458768,5.861125469207764,0.6363636255264282,4
AlexNet,0.5696655240925875,0.7045454491268505,3.8422739505767822,0.6363636255264282,5
AlexNet,0.5418952351266687,0.6818181818181818,5.861125469207764,0.6363636255264282,6
AlexNet,0.40612563490867615,0.8068181818181818,4.953050136566162,0.6363636255264282,7
AlexNet,0.36111231554638257,0.8068181763995778,3.9485647678375244,0.6363636255264282,8
AlexNet,0.33893269300460815,0.8636363690549677,2.9640488624572754,0.6363636255264282,9
AlexNet,0.29387111284516076,0.8636363582177595,2.8320741653442383,0.6363636255264282,10
AlexNet,0.23281521824273196,0.9204545508731495,4.085375785827637,0.6363636255264282,11
AlexNet,0.25853588499806146,0.909090903672305,2.8950414657592773,0.5909090638160706,12
AlexNet,0.29712063615972345,0.8863636309450323,2.7184817790985107,0.5909090638160706,13
AlexNet,0.17189325798641553,0.9431818127632141,2.809295892715454,0.6363636255264282,14
AlexNet,0.21028057248754936,0.8863636363636364,1.6915099620819092,0.4545454680919647,15
AlexNet,0.24949085576967758,0.8863636363636364,1.7629469633102417,0.5454545617103577,16
AlexNet,0.07893789864399216,0.9659090909090909,2.028752326965332,0.5909090638160706,17
AlexNet,0.14151365784081546,0.9431818127632141,1.8345558643341064,0.6363636255264282,18
AlexNet,0.07525323195890947,0.9772727218541232,1.4106491804122925,0.5909090638160706,19
AlexNet,0.16811838881535965,0.9431818127632141,1.610800862312317,0.5909090638160706,20
AlexNet,0.05303617448291995,0.9886363636363636,2.105924367904663,0.6818181872367859,21
AlexNet,0.14699779586358505,0.9659090854904868,1.670525312423706,0.6818181872367859,22
AlexNet,0.08224250850352374,0.9659090854904868,1.484369158744812,0.6363636255264282,23
AlexNet,0.08971763368357312,0.9545454545454546,1.4746426343917847,0.6363636255264282,24
AlexNet,0.03649633343924175,1.0,1.5577425956726074,0.6818181872367859,25
AlexNet,0.05464465509761463,0.9886363636363636,1.2928394079208374,0.7272727489471436,26
AlexNet,0.04885408451611346,0.9772727218541232,1.0912913084030151,0.6818181872367859,27
AlexNet,0.03487926281311295,0.9772727218541232,1.3818320035934448,0.6818181872367859,28
AlexNet,0.033043628219853745,0.9886363636363636,1.2256242036819458,0.7272727489471436,29
AlexNet,0.011147694662213326,1.0,1.1540957689285278,0.7727272510528564,30
AlexNet,0.02582540718669241,0.9886363636363636,1.268473744392395,0.7272727489471436,31
AlexNet,0.014327824136919597,0.9886363636363636,1.3474103212356567,0.7272727489471436,32
AlexNet,0.0032413123090836134,1.0,1.403497576713562,0.7272727489471436,33
AlexNet,0.009658815286291594,1.0,1.4006966352462769,0.6818181872367859,34
AlexNet,0.0019316913306035779,1.0,1.3990459442138672,0.6818181872367859,35
AlexNet,0.0038039040413092484,1.0,1.4112706184387207,0.6818181872367859,36
AlexNet,0.0018316967894365503,1.0,1.4178528785705566,0.6818181872367859,37
AlexNet,0.0030250580854375253,1.0,1.4212982654571533,0.6818181872367859,38
AlexNet,0.0024964684615208007,1.0,1.4293795824050903,0.6818181872367859,39
AlexNet,0.0004921933868899941,1.0,1.4321637153625488,0.6818181872367859,40
AlexNet,0.006835627114262686,1.0,1.4686001539230347,0.7272727489471436,41
AlexNet,0.0007603564352559096,1.0,1.5005793571472168,0.7727272510528564,42
AlexNet,0.0035480122632262382,1.0,1.456597924232483,0.7727272510528564,43
AlexNet,0.0007047116946937008,1.0,1.419848918914795,0.7727272510528564,44
AlexNet,0.0007671275498895822,1.0,1.4310108423233032,0.7727272510528564,45
AlexNet,0.00023478700710587543,1.0,1.4392024278640747,0.7272727489471436,46
AlexNet,0.0002927966812752526,1.0,1.4463303089141846,0.7272727489471436,47
AlexNet,0.0002746902146926996,1.0,1.4473576545715332,0.7272727489471436,48
AlexNet,0.00030363283638673073,1.0,1.4485968351364136,0.7272727489471436,49
AlexNet,0.00035633521143939686,1.0,1.4540579319000244,0.7272727489471436,50
AlexNet,0.0008840056093917651,1.0,1.4604228734970093,0.7272727489471436,51
AlexNet,0.0010035416132516482,1.0,1.448283314704895,0.7272727489471436,52
AlexNet,0.0014085815214043992,1.0,1.425173282623291,0.7272727489471436,53
AlexNet,0.0002574866402111101,1.0,1.419996976852417,0.7272727489471436,54
AlexNet,0.00011245409140511501,1.0,1.4197362661361694,0.7727272510528564,55
AlexNet,0.00027808825358409774,1.0,1.416617512702942,0.7727272510528564,56
AlexNet,0.0008928636988540264,1.0,1.4346972703933716,0.7272727489471436,57
AlexNet,0.0011650851864198391,1.0,1.4576596021652222,0.7272727489471436,58
AlexNet,0.0002120847506871955,1.0,1.4754217863082886,0.7272727489471436,59
AlexNet,0.00016992400130468675,1.0,1.4867737293243408,0.7272727489471436,60
AlexNet,0.006694218642554584,1.0,1.3469010591506958,0.8181818127632141,61
AlexNet,0.0001406057665669571,1.0,1.3276448249816895,0.8181818127632141,62
AlexNet,0.0010261154437268322,1.0,1.3573960065841675,0.8636363744735718,63
AlexNet,0.005555181065574288,1.0,1.3383417129516602,0.8636363744735718,64
AlexNet,0.0010456491409885612,1.0,1.3182241916656494,0.8181818127632141,65
AlexNet,0.0033323502628429032,1.0,1.3359681367874146,0.8181818127632141,66
AlexNet,0.00011011866114462133,1.0,1.3840889930725098,0.8181818127632141,67
AlexNet,0.0003498792013322765,1.0,1.4267072677612305,0.8181818127632141,68
AlexNet,0.00017150185885839164,1.0,1.4551221132278442,0.8181818127632141,69
AlexNet,0.00021874397829047996,1.0,1.4759087562561035,0.7727272510528564,70
AlexNet,0.00023873665221882138,1.0,1.4925436973571777,0.7727272510528564,71
AlexNet,0.013333991669986228,0.9886363582177595,1.5309715270996094,0.7727272510528564,72
AlexNet,0.0004261050661708313,1.0,1.6605770587921143,0.7272727489471436,73
AlexNet,0.013614188964394007,1.0,1.6397377252578735,0.7272727489471436,74
AlexNet,0.0030814326071942396,1.0,1.5684523582458496,0.7272727489471436,75
AlexNet,0.00010378212490732867,1.0,1.500317096710205,0.7727272510528564,76
AlexNet,0.00027139580660414964,1.0,1.4745029211044312,0.8181818127632141,77
AlexNet,0.00010415245428289795,1.0,1.46766996383667,0.8181818127632141,78
AlexNet,0.0014004705484363842,1.0,1.4809730052947998,0.8636363744735718,79
AlexNet,0.0011356586288787764,1.0,1.5020028352737427,0.8181818127632141,80
AlexNet,0.0009085720574313945,1.0,1.532284140586853,0.8181818127632141,81
AlexNet,0.0013228578450666232,1.0,1.58087158203125,0.8181818127632141,82
AlexNet,0.00017777934871529314,1.0,1.6508632898330688,0.7272727489471436,83
AlexNet,0.0006431639194488525,1.0,1.6915924549102783,0.7272727489471436,84
AlexNet,0.0019546755498926027,1.0,1.8158040046691895,0.7272727489471436,85
AlexNet,0.00012015515974119559,1.0,1.9103846549987793,0.7272727489471436,86
AlexNet,0.00018016700844534418,1.0,1.974054217338562,0.7272727489471436,87
AlexNet,0.00021255004817662254,1.0,2.012934923171997,0.7272727489471436,88
AlexNet,0.00017978150043001568,1.0,2.0349278450012207,0.7272727489471436,89
AlexNet,0.00013858040223236787,1.0,2.046499252319336,0.7272727489471436,90
AlexNet,0.00022473501353074838,1.0,2.040642499923706,0.7272727489471436,91
AlexNet,5.8946390212936834e-05,1.0,2.033233880996704,0.7272727489471436,92
AlexNet,0.00023665169613774526,1.0,2.0148680210113525,0.7272727489471436,93
AlexNet,7.862206125123934e-05,1.0,2.004638671875,0.7272727489471436,94
AlexNet,8.750991334884681e-05,1.0,1.9939509630203247,0.7272727489471436,95
AlexNet,0.00021586350472220644,1.0,1.9865868091583252,0.7272727489471436,96
AlexNet,0.0002885468189064837,1.0,1.9619293212890625,0.7272727489471436,97
AlexNet,6.788498219314285e-05,1.0,1.942461371421814,0.7272727489471436,98
AlexNet,7.158902140376581e-05,1.0,1.9292731285095215,0.7272727489471436,99
AlexNet,0.0003008516637650742,1.0,1.910440444946289,0.7272727489471436,100
AlexNet,0.0001517435580767183,1.0,1.8745476007461548,0.7272727489471436,101
AlexNet,7.049404369106263e-05,1.0,1.8520210981369019,0.7272727489471436,102
AlexNet,3.6759336084783584e-05,1.0,1.8377865552902222,0.7272727489471436,103
AlexNet,0.00015142432940510017,1.0,1.8359204530715942,0.7272727489471436,104
AlexNet,0.0001737160908471031,1.0,1.8473304510116577,0.7272727489471436,105
AlexNet,0.020428212991894477,0.9886363582177595,1.6683543920516968,0.6818181872367859,106
AlexNet,0.3874302402837202,0.9659090854904868,1.9112887382507324,0.7272727489471436,107
AlexNet,0.1642222743142735,0.9659090854904868,2.2138593196868896,0.5909090638160706,108
AlexNet,0.16464091287079183,0.9772727326913313,2.751610040664673,0.6818181872367859,109
AlexNet,0.32651604585010896,0.9204545454545454,2.591994285583496,0.6818181872367859,110
AlexNet,0.21127882599830627,0.9318181818181818,1.9661160707473755,0.7727272510528564,111
AlexNet,0.08984938805753534,0.965909096327695,0.9746513366699219,0.6818181872367859,112
AlexNet,0.14475239152935418,0.9318181818181818,0.9574559926986694,0.6818181872367859,113
AlexNet,0.06577022644606503,0.9772727326913313,0.8979727029800415,0.6818181872367859,114
AlexNet,0.1073953468691219,0.9659090854904868,0.923099935054779,0.7272727489471436,115
AlexNet,0.07628258859569376,0.9772727272727273,1.0240986347198486,0.5909090638160706,116
AlexNet,0.07004354420033368,0.9772727218541232,0.9130386114120483,0.6363636255264282,117
AlexNet,0.04966078986498443,0.9886363636363636,0.7808706164360046,0.6818181872367859,118
AlexNet,0.034090555188330735,1.0,0.8002687096595764,0.7272727489471436,119
AlexNet,0.026823532534763217,0.9886363636363636,0.8294344544410706,0.7272727489471436,120
AlexNet2,1.0488381196984726,0.6406619388160976,6.3659417314349485,0.6037735871548923,1
AlexNet2,0.5345891033504027,0.7659574472312386,0.5161693388561033,0.7075471686867049,2
AlexNet2,0.4890834792004128,0.8014184399981307,0.3658285326552841,0.8301886781206671,3
AlexNet2,0.4781768419922948,0.7659574469494199,0.4237411550755771,0.8018867913282143,4
AlexNet2,0.44518016232948215,0.8274231679896091,0.34663942231322237,0.83962264263405,5
AlexNet2,0.3797909592060333,0.8557919623158502,0.5551796296857437,0.7358490554791577,6
AlexNet2,0.4468041448446594,0.7848699765002474,0.47943626484780943,0.7830188690491442,7
AlexNet2,0.3668577799278512,0.8321513005182253,0.6620318203602197,0.8018867935774461,8
AlexNet2,0.36888423371822276,0.8510638298576887,0.7425033720034473,0.811320755841597,9
AlexNet2,0.4333365838578407,0.8250591020775743,0.7361569854448426,0.6981132097964017,10
AlexNet2,0.42899380134634374,0.843971631346583,1.0071411222781774,0.7924528313132951,11
AlexNet2,0.3749303794851258,0.843971631346583,0.8100741291945835,0.820754718105748,12
AlexNet2,0.37334769872627077,0.832151300377316,0.8886859731854133,0.6603773607397979,13
AlexNet2,0.31880203562284476,0.8983451536643026,1.213995411710919,0.688679244158403,14
AlexNet2,0.32722849337203563,0.8628841607565012,1.4533437647909488,0.6792452852680998,15
AlexNet2,0.30271144672770306,0.8676122932851174,1.718292717663747,0.5943396232038174,16
AlexNet2,0.22782098648114127,0.9125295508274232,2.294898865357885,0.6603773607397979,17
AlexNet2,0.3514143380008409,0.8817966904482379,0.5496968345822029,0.83962264263405,18
AlexNet2,0.43761938761030245,0.7777777779186871,0.548882246017456,0.7358490588530054,19
AlexNet2,0.3293742656566854,0.8723404255319149,0.41048897212406377,0.801886794702062,20
AlexNet2,0.24254625029949994,0.8936170212765957,0.44870825196212194,0.811320755841597,21
AlexNet2,0.2822088328659112,0.8794326242543845,0.4486512969124992,0.7924528301886793,22
AlexNet2,0.27088615284180245,0.8888888888888888,0.6173764939578075,0.830188680369899,23
AlexNet2,0.22655382194945997,0.900709219858156,1.459211992767622,0.679245281894252,24
AlexNet2,0.17832281839445974,0.9196217494089834,2.583468540659491,0.46226415094339623,25
AlexNet2,0.17797868834460598,0.9314420803782506,1.0770465765359267,0.7358490554791577,26
AlexNet2,0.2028312849378473,0.9148936173030953,1.0137101141911633,0.6886792475322507,27
AlexNet2,0.1494677334706834,0.9361702127659575,2.0647488764996798,0.5,28
AlexNet2,0.11850404267333642,0.9479905440170432,2.4996005993969037,0.6132075471698113,29
AlexNet2,0.1500748735863548,0.9432624113475178,2.6076088356521896,0.5471698113207547,30
AlexNet2,0.219884125784427,0.9125295508274232,1.1282370922700413,0.7358490554791577,31
AlexNet2,0.20935152087087608,0.9078014185806257,1.5120456398658033,0.5660377358490566,32
AlexNet2,0.11025923663138217,0.9763593382023751,1.65958238547703,0.6320754705734972,33
AlexNet2,0.14481752150060156,0.9527186761229315,0.9004541028220698,0.7735849045357615,34
AlexNet2,0.10350722107011384,0.9479905437352246,1.3066574807436961,0.7358490554791577,35
AlexNet2,0.1216977357750992,0.9550827423167849,2.2847988290606804,0.5283018867924528,36
AlexNet2,0.0625100357559274,0.9810874704491725,2.380740129722739,0.5660377358490566,37
AlexNet2,0.05492342034812761,0.9810874704491725,2.3411740402005754,0.5471698113207547,38
AlexNet2,0.09481971548654439,0.9598108747044918,2.0269875796336048,0.679245281894252,39
AlexNet2,0.08002483398250654,0.9763593380614657,2.895679824757126,0.4622641515057042,40
AlexNet2,0.1100725743074155,0.9527186761229315,1.1530692284961916,0.7358490554791577,41
AlexNet2,0.0839010341705019,0.9692671394799054,1.9032351273410726,0.641509436211496,42
AlexNet2,0.08725924427064034,0.9598108749863103,2.297094754452975,0.5849056626265904,43
AlexNet2,0.13587365779022842,0.9361702127659575,1.640091043598247,0.6981132064225539,44
AlexNet2,0.07491409544333216,0.9763593380614657,1.3822672547034498,0.7547169800074596,45
AlexNet2,0.081016123153921,0.9645390072331079,1.7114369576832034,0.7547169822566914,46
AlexNet2,0.11238432937162987,0.9645390070921985,0.6586852529138889,0.7547169788828436,47
AlexNet2,0.08334201743857093,0.966903073286052,0.7375339927538386,0.7358490554791577,48
AlexNet2,0.04821807912266846,0.9858156028368794,1.4003282110646087,0.5943396248907413,49
AlexNet2,0.027560016206393007,0.9905437353654956,2.297883591561947,0.5283018873547608,50
AlexNet2,0.12702125676821732,0.9574468085106383,1.353984978963744,0.7547169800074596,51
AlexNet2,0.18729764576252753,0.9290780141843972,1.454254073916741,0.5754716981132075,52
AlexNet2,0.07646076053592331,0.9739952718676123,1.680667350877006,0.5094339628264589,53
AlexNet2,0.02844265032885486,0.9905437352245863,1.6759870412214748,0.5849056603773585,54
AlexNet2,0.024712991205552686,0.9952718676122931,3.8234542270876326,0.4339622647132514,55
AlexNet2,0.012714103005174768,0.9952718676122931,3.4315615959887236,0.5094339622641509,56
AlexNet2,0.04454915621551855,0.9905437352245863,1.6575176850804743,0.7547169822566914,57
AlexNet2,0.10072503873008362,0.9692671394799054,1.602428598223992,0.6792452830188679,58
AlexNet2,0.031322798002555295,0.9929078014184397,1.2309789252731036,0.7452830188679245,59
AlexNet2,0.0530343638842358,0.9810874704491725,1.2877468657943438,0.7641509456454583,60
AlexNet2,0.03897138915727043,0.9834515367839354,1.0369476012463839,0.7452830211171564,61
AlexNet2,0.06455873500282742,0.9905437352245863,1.0132974791076947,0.811320756966213,62
AlexNet2,0.06442619761535744,0.9739952720085217,1.4747820035466608,0.7169811309508558,63
AlexNet2,0.024192468564842893,0.9905437353654956,1.5528350911050472,0.7735849067849933,64
AlexNet2,0.08551182804395825,0.9645390070921985,2.44273715649011,0.49056603773584906,65
AlexNet2,0.055377963679373685,0.9787234042553191,1.2339746412241235,0.7358490554791577,66
AlexNet2,0.030438993024875367,0.9929078014184397,1.7863541549106814,0.5754717003624394,67
AlexNet2,0.015433662335980623,0.9952718676122931,1.4077019264113229,0.8018867935774461,68
AlexNet2,0.036719997803158794,0.9929078018411677,2.733108772421783,0.5849056626265904,69
AlexNet2,0.24928932814874266,0.9030732860520094,0.5949523583898004,0.8490566060228167,70
AlexNet2,0.16212726527072013,0.9479905437352246,1.1034682606751065,0.6415094339622641,71
AlexNet2,0.12350248751488138,0.9692671394799054,0.7360937123028737,0.7264150949019306,72
AlexNet2,0.04931731034735169,0.9787234042553191,1.3514161874663155,0.8113207535923652,73
AlexNet2,0.04036794821280396,0.9858156029777888,1.968237359568758,0.7641509422716105,74
AlexNet2,0.04916594451555903,0.9810874704491725,1.1839197491699796,0.7641509433962265,75
AlexNet2,0.08371893095015494,0.9716312056737588,1.423001154413763,0.8018867913282143,76
AlexNet2,0.035352387683247694,0.983451536643026,1.8235068501166578,0.7452830177433086,77
AlexNet2,0.01389551856725677,0.9929078014184397,1.8642010238935363,0.7169811309508558,78
AlexNet2,0.011400147857492346,0.9976359338061466,1.404641700240801,0.8113207535923652,79
AlexNet2,0.005567220324786913,1.0,1.7232864307907392,0.7641509456454583,80
AlexNet2,0.006155789153866171,0.9976359339470559,1.8870929771999143,0.7547169833813073,81
AlexNet2,0.07831967107296083,0.9810874704491725,2.355621742752363,0.6981132064225539,82
AlexNet2,0.09762854405170214,0.9763593380614657,1.3889396145658672,0.7452830177433086,83
AlexNet2,0.04498423829531059,0.9763593380614657,1.4472057774381817,0.7264150932150067,84
AlexNet2,0.014840528474631885,0.9976359338061466,2.1288119711965883,0.5566037735849056,85
AlexNet2,0.015990945168200606,0.9976359338061466,1.6108064921397083,0.7735849067849933,86
AlexNet2,0.006377608829478449,0.9976359338061466,1.6546504362574164,0.7547169800074596,87
AlexNet2,0.0033720475566478766,1.0,1.6819085984859827,0.7452830177433086,88
AlexNet2,0.0021960143814932324,1.0,1.9384669852706622,0.7358490554791577,89
AlexNet2,0.001050766260774881,1.0,1.9788094556556557,0.7547169800074596,90
AlexNet2,0.0014659786535246434,1.0,1.8623424431063094,0.7735849045357615,91
AlexNet2,0.0026343028910400844,1.0,1.3162464375765819,0.811320756966213,92
AlexNet2,0.0004859770054993083,1.0,1.3500787312129758,0.801886794702062,93
AlexNet2,0.0017837610983021325,1.0,1.3615906823356196,0.7924528324379111,94
AlexNet2,0.0010973026782595935,1.0,1.3678297636643895,0.801886794702062,95
AlexNet2,0.0005986654011413772,1.0,1.3848482527822819,0.811320756966213,96
AlexNet2,0.0004929217749911561,1.0,1.4035622308839042,0.801886794702062,97
AlexNet2,0.0009285324636264911,1.0,1.423925035404709,0.811320756966213,98
AlexNet2,0.0016407580507768376,1.0,1.4795403075668048,0.8301886781206671,99
AlexNet2,0.0009787314983469271,1.0,1.8222393494731974,0.7924528324379111,100
AlexNet2,0.0003255284906336906,1.0,1.8864777762934846,0.7924528324379111,101
AlexNet2,0.0002086278868978593,1.0,1.82288033557388,0.7924528324379111,102
AlexNet2,0.00033599861183469473,1.0,1.6158666070902123,0.7924528290640633,103
AlexNet2,0.0001219097617009091,1.0,1.5487426856778703,0.8113207535923652,104
AlexNet2,0.00014188733218284044,1.0,1.5256937584787045,0.8113207535923652,105
AlexNet2,0.00023906366657438862,1.0,1.5677306337176629,0.8113207535923652,106
AlexNet2,0.00013167314118317364,1.0,1.572523683871863,0.8207547158565162,107
AlexNet2,0.0009805599496665086,1.0,1.4412234684206404,0.811320756966213,108
AlexNet2,0.00016410717646807134,1.0,1.4151278846668747,0.811320756966213,109
AlexNet2,0.0001592705363354733,1.0,1.4201764160732053,0.811320756966213,110
AlexNet2,0.00022994600101974055,1.0,1.444424404288238,0.811320756966213,111
AlexNet2,0.0002650330415607626,1.0,1.4841495819811552,0.8207547158565162,112
AlexNet2,0.0002187973125868495,1.0,1.4963678234028366,0.8207547158565162,113
AlexNet2,0.0009366515946814495,1.0,1.5397727264548249,0.8113207535923652,114
AlexNet2,0.0010312341819500802,1.0,1.7210972893912837,0.7169811320754716,115
AlexNet2,0.00022227443217851819,1.0,1.802767443207075,0.7264150965888545,116
AlexNet2,0.0003660138907383282,1.0,1.8563121129881661,0.7358490588530054,117
AlexNet2,0.0002760706775178847,1.0,1.8392424628419697,0.7358490588530054,118
AlexNet2,0.0004026612516860841,1.0,1.7997612908201397,0.7264150943396226,119
AlexNet2,0.0003628640772652208,1.0,1.8136598029226627,0.7264150943396226,120
GoogleLeNet,0.7123403278264132,0.5340909090909091,5.861125555905429,0.6363636417822405,1
GoogleLeNet,0.7155655730854381,0.5681818181818182,5.861125555905429,0.6363636417822405,2
GoogleLeNet,0.5568434270945463,0.7727272727272727,5.861125555905429,0.6363636417822405,3
GoogleLeNet,0.42715746706182306,0.7954545454545454,5.861125555905429,0.6363636417822405,4
GoogleLeNet,0.4738033495166085,0.7840909090909091,5.861125555905429,0.6363636417822405,5
GoogleLeNet,0.6268877495418895,0.7613636363636364,8.082283366810191,0.36363636634566565,6
GoogleLeNet,0.36401972987435083,0.9090909090909091,5.861125555905429,0.6363636417822405,7
